Time,Flowrate
0.073,2.33E-04
0.0732,2.33E-04
0.0734,2.34E-04
0.0736,2.34E-04
0.0738,2.35E-04
0.074,2.35E-04
0.0742,2.36E-04
0.0744,2.36E-04
0.0746,2.37E-04
0.0748,2.37E-04
0.075,2.38E-04
0.0752,2.38E-04
0.0754,2.39E-04
0.0756,2.39E-04
0.0758,2.40E-04
0.076,2.40E-04
0.0762,2.41E-04
0.0764,2.41E-04
0.0766,2.42E-04
0.0768,2.42E-04
0.077,2.42E-04
0.0772,2.43E-04
0.0774,2.43E-04
0.0776,2.44E-04
0.0778,2.44E-04
0.078,2.45E-04
0.0782,2.45E-04
0.0784,2.46E-04
0.0786,2.46E-04
0.0788,2.46E-04
0.079,2.47E-04
0.0792,2.47E-04
0.0794,2.48E-04
0.0796,2.48E-04
0.0798,2.48E-04
0.08,2.49E-04
0.0802,2.49E-04
0.0804,2.50E-04
0.0806,2.50E-04
0.0808,2.51E-04
0.081,2.51E-04
0.0812,2.51E-04
0.0814,2.52E-04
0.0816,2.52E-04
0.0818,2.52E-04
0.082,2.53E-04
0.0822,2.53E-04
0.0824,2.54E-04
0.0826,2.54E-04
0.0828,2.54E-04
0.083,2.55E-04
0.0832,2.55E-04
0.0834,2.56E-04
0.0836,2.56E-04
0.0838,2.56E-04
0.084,2.57E-04
0.0842,2.57E-04
0.0844,2.57E-04
0.0846,2.58E-04
0.0848,2.58E-04
0.085,2.58E-04
0.0852,2.59E-04
0.0854,2.59E-04
0.0856,2.59E-04
0.0858,2.60E-04
0.086,2.60E-04
0.0862,2.60E-04
0.0864,2.61E-04
0.0866,2.61E-04
0.0868,2.61E-04
0.087,2.62E-04
0.0872,2.62E-04
0.0874,2.62E-04
0.0876,2.63E-04
0.0878,2.63E-04
0.088,2.63E-04
0.0882,2.64E-04
0.0884,2.64E-04
0.0886,2.64E-04
0.0888,2.65E-04
0.089,2.65E-04
0.0892,2.65E-04
0.0894,2.65E-04
0.0896,2.66E-04
0.0898,2.66E-04
0.09,2.66E-04
0.0902,2.67E-04
0.0904,2.67E-04
0.0906,2.67E-04
0.0908,2.67E-04
0.091,2.68E-04
0.0912,2.68E-04
0.0914,2.68E-04
0.0916,2.69E-04
0.0918,2.69E-04
0.092,2.69E-04
0.0922,2.69E-04
0.0924,2.70E-04
0.0926,2.70E-04
0.0928,2.70E-04
0.093,2.70E-04
0.0932,2.71E-04
0.0934,2.71E-04
0.0936,2.71E-04
0.0938,2.71E-04
0.094,2.72E-04
0.0942,2.72E-04
0.0944,2.72E-04
0.0946,2.72E-04
0.0948,2.73E-04
0.095,2.73E-04
0.0952,2.73E-04
0.0954,2.73E-04
0.0956,2.74E-04
0.0958,2.74E-04
0.096,2.74E-04
0.0962,2.74E-04
0.0964,2.74E-04
0.0966,2.75E-04
0.0968,2.75E-04
0.097,2.75E-04
0.0972,2.75E-04
0.0974,2.76E-04
0.0976,2.76E-04
0.0978,2.76E-04
0.098,2.76E-04
0.0982,2.76E-04
0.0984,2.77E-04
0.0986,2.77E-04
0.0988,2.77E-04
0.099,2.77E-04
0.0992,2.77E-04
0.0994,2.78E-04
0.0996,2.78E-04
0.0998,2.78E-04
0.1,2.78E-04
0.1002,2.78E-04
0.1004,2.78E-04
0.1006,2.79E-04
0.1008,2.79E-04
0.101,2.79E-04
0.1012,2.79E-04
0.1014,2.79E-04
0.1016,2.80E-04
0.1018,2.80E-04
0.102,2.80E-04
0.1022,2.80E-04
0.1024,2.80E-04
0.1026,2.80E-04
0.1028,2.81E-04
0.103,2.81E-04
0.1032,2.81E-04
0.1034,2.81E-04
0.1036,2.81E-04
0.1038,2.81E-04
0.104,2.82E-04
0.1042,2.82E-04
0.1044,2.82E-04
0.1046,2.82E-04
0.1048,2.82E-04
0.105,2.82E-04
0.1052,2.82E-04
0.1054,2.83E-04
0.1056,2.83E-04
0.1058,2.83E-04
0.106,2.83E-04
0.1062,2.83E-04
0.1064,2.83E-04
0.1066,2.83E-04
0.1068,2.83E-04
0.107,2.84E-04
0.1072,2.84E-04
0.1074,2.84E-04
0.1076,2.84E-04
0.1078,2.84E-04
0.108,2.84E-04
0.1082,2.84E-04
0.1084,2.84E-04
0.1086,2.85E-04
0.1088,2.85E-04
0.109,2.85E-04
0.1092,2.85E-04
0.1094,2.85E-04
0.1096,2.85E-04
0.1098,2.85E-04
0.11,2.85E-04
0.1102,2.85E-04
0.1104,2.85E-04
0.1106,2.86E-04
0.1108,2.86E-04
0.111,2.86E-04
0.1112,2.86E-04
0.1114,2.86E-04
0.1116,2.86E-04
0.1118,2.86E-04
0.112,2.86E-04
0.1122,2.86E-04
0.1124,2.86E-04
0.1126,2.86E-04
0.1128,2.86E-04
0.113,2.87E-04
0.1132,2.87E-04
0.1134,2.87E-04
0.1136,2.87E-04
0.1138,2.87E-04
0.114,2.87E-04
0.1142,2.87E-04
0.1144,2.87E-04
0.1146,2.87E-04
0.1148,2.87E-04
0.115,2.87E-04
0.1152,2.87E-04
0.1154,2.87E-04
0.1156,2.87E-04
0.1158,2.87E-04
0.116,2.87E-04
0.1162,2.87E-04
0.1164,2.87E-04
0.1166,2.87E-04
0.1168,2.88E-04
0.117,2.88E-04
0.1172,2.88E-04
0.1174,2.88E-04
0.1176,2.88E-04
0.1178,2.88E-04
0.118,2.88E-04
0.1182,2.88E-04
0.1184,2.88E-04
0.1186,2.88E-04
0.1188,2.88E-04
0.119,2.88E-04
0.1192,2.88E-04
0.1194,2.88E-04
0.1196,2.88E-04
0.1198,2.88E-04
0.12,2.88E-04
0.1202,2.88E-04
0.1204,2.88E-04
0.1206,2.88E-04
0.1208,2.88E-04
0.121,2.88E-04
0.1212,2.88E-04
0.1214,2.88E-04
0.1216,2.88E-04
0.1218,2.88E-04
0.122,2.88E-04
0.1222,2.88E-04
0.1224,2.88E-04
0.1226,2.88E-04
0.1228,2.88E-04
0.123,2.87E-04
0.1232,2.87E-04
0.1234,2.87E-04
0.1236,2.87E-04
0.1238,2.87E-04
0.124,2.87E-04
0.1242,2.87E-04
0.1244,2.87E-04
0.1246,2.87E-04
0.1248,2.87E-04
0.125,2.87E-04
0.1252,2.87E-04
0.1254,2.87E-04
0.1256,2.87E-04
0.1258,2.87E-04
0.126,2.87E-04
0.1262,2.87E-04
0.1264,2.87E-04
0.1266,2.86E-04
0.1268,2.86E-04
0.127,2.86E-04
0.1272,2.86E-04
0.1274,2.86E-04
0.1276,2.86E-04
0.1278,2.86E-04
0.128,2.86E-04
0.1282,2.86E-04
0.1284,2.86E-04
0.1286,2.86E-04
0.1288,2.86E-04
0.129,2.85E-04
0.1292,2.85E-04
0.1294,2.85E-04
0.1296,2.85E-04
0.1298,2.85E-04
0.13,2.85E-04
0.1302,2.85E-04
0.1304,2.85E-04
0.1306,2.84E-04
0.1308,2.84E-04
0.131,2.84E-04
0.1312,2.84E-04
0.1314,2.84E-04
0.1316,2.84E-04
0.1318,2.84E-04
0.132,2.84E-04
0.1322,2.83E-04
0.1324,2.83E-04
0.1326,2.83E-04
0.1328,2.83E-04
0.133,2.83E-04
0.1332,2.83E-04
0.1334,2.83E-04
0.1336,2.82E-04
0.1338,2.82E-04
0.134,2.82E-04
0.1342,2.82E-04
0.1344,2.82E-04
0.1346,2.82E-04
0.1348,2.81E-04
0.135,2.81E-04
0.1352,2.81E-04
0.1354,2.81E-04
0.1356,2.81E-04
0.1358,2.81E-04
0.136,2.80E-04
0.1362,2.80E-04
0.1364,2.80E-04
0.1366,2.80E-04
0.1368,2.80E-04
0.137,2.80E-04
0.1372,2.79E-04
0.1374,2.79E-04
0.1376,2.79E-04
0.1378,2.79E-04
0.138,2.79E-04
0.1382,2.78E-04
0.1384,2.78E-04
0.1386,2.78E-04
0.1388,2.78E-04
0.139,2.78E-04
0.1392,2.77E-04
0.1394,2.77E-04
0.1396,2.77E-04
0.1398,2.77E-04
0.14,2.77E-04
0.1402,2.76E-04
0.1404,2.76E-04
0.1406,2.76E-04
0.1408,2.76E-04
0.141,2.76E-04
0.1412,2.75E-04
0.1414,2.75E-04
0.1416,2.75E-04
0.1418,2.75E-04
0.142,2.74E-04
0.1422,2.74E-04
0.1424,2.74E-04
0.1426,2.74E-04
0.1428,2.74E-04
0.143,2.73E-04
0.1432,2.73E-04
0.1434,2.73E-04
0.1436,2.73E-04
0.1438,2.72E-04
0.144,2.72E-04
0.1442,2.72E-04
0.1444,2.72E-04
0.1446,2.71E-04
0.1448,2.71E-04
0.145,2.71E-04
0.1452,2.71E-04
0.1454,2.70E-04
0.1456,2.70E-04
0.1458,2.70E-04
0.146,2.70E-04
0.1462,2.69E-04
0.1464,2.69E-04
0.1466,2.69E-04
0.1468,2.69E-04
0.147,2.68E-04
0.1472,2.68E-04
0.1474,2.68E-04
0.1476,2.68E-04
0.1478,2.67E-04
0.148,2.67E-04
0.1482,2.67E-04
0.1484,2.67E-04
0.1486,2.66E-04
0.1488,2.66E-04
0.149,2.66E-04
0.1492,2.66E-04
0.1494,2.65E-04
0.1496,2.65E-04
0.1498,2.65E-04
0.15,2.65E-04
0.1502,2.64E-04
0.1504,2.64E-04
0.1506,2.64E-04
0.1508,2.64E-04
0.151,2.63E-04
0.1512,2.63E-04
0.1514,2.63E-04
0.1516,2.63E-04
0.1518,2.62E-04
0.152,2.62E-04
0.1522,2.62E-04
0.1524,2.61E-04
0.1526,2.61E-04
0.1528,2.61E-04
0.153,2.61E-04
0.1532,2.60E-04
0.1534,2.60E-04
0.1536,2.60E-04
0.1538,2.60E-04
0.154,2.59E-04
0.1542,2.59E-04
0.1544,2.59E-04
0.1546,2.59E-04
0.1548,2.58E-04
0.155,2.58E-04
0.1552,2.58E-04
0.1554,2.57E-04
0.1556,2.57E-04
0.1558,2.57E-04
0.156,2.57E-04
0.1562,2.56E-04
0.1564,2.56E-04
0.1566,2.56E-04
0.1568,2.56E-04
0.157,2.55E-04
0.1572,2.55E-04
0.1574,2.55E-04
0.1576,2.54E-04
0.1578,2.54E-04
0.158,2.54E-04
0.1582,2.54E-04
0.1584,2.53E-04
0.1586,2.53E-04
0.1588,2.53E-04
0.159,2.53E-04
0.1592,2.52E-04
0.1594,2.52E-04
0.1596,2.52E-04
0.1598,2.52E-04
0.16,2.51E-04
0.1602,2.51E-04
0.1604,2.51E-04
0.1606,2.50E-04
0.1608,2.50E-04
0.161,2.50E-04
0.1612,2.50E-04
0.1614,2.49E-04
0.1616,2.49E-04
0.1618,2.49E-04
0.162,2.49E-04
0.1622,2.48E-04
0.1624,2.48E-04
0.1626,2.48E-04
0.1628,2.48E-04
0.163,2.47E-04
0.1632,2.47E-04
0.1634,2.47E-04
0.1636,2.46E-04
0.1638,2.46E-04
0.164,2.46E-04
0.1642,2.46E-04
0.1644,2.45E-04
0.1646,2.45E-04
0.1648,2.45E-04
0.165,2.45E-04
0.1652,2.44E-04
0.1654,2.44E-04
0.1656,2.44E-04
0.1658,2.44E-04
0.166,2.43E-04
0.1662,2.43E-04
0.1664,2.43E-04
0.1666,2.43E-04
0.1668,2.42E-04
0.167,2.42E-04
0.1672,2.42E-04
0.1674,2.41E-04
0.1676,2.41E-04
0.1678,2.41E-04
0.168,2.41E-04
0.1682,2.40E-04
0.1684,2.40E-04
0.1686,2.40E-04
0.1688,2.40E-04
0.169,2.39E-04
0.1692,2.39E-04
0.1694,2.39E-04
0.1696,2.39E-04
0.1698,2.38E-04
0.17,2.38E-04
0.1702,0.0002378181
0.1704,0.0002375575
0.1706,0.000237297
0.1708,0.0002370364
0.171,0.0002367759
0.1712,0.0002365156
0.1714,0.0002362553
0.1716,0.000235995
0.1718,0.0002357347
0.172,0.0002354743
0.1722,0.0002352141
0.1724,0.0002349538
0.1726,0.0002346936
0.1728,0.0002344333
0.173,0.000234173
0.1732,0.0002339127
0.1734,0.0002336523
0.1736,0.0002333919
0.1738,0.0002331316
0.174,0.0002328712
0.1742,0.0002326106
0.1744,0.0002323499
0.1746,0.0002320893
0.1748,0.0002318286
0.175,0.000231568
0.1752,0.0002313069
0.1754,0.0002310458
0.1756,0.0002307847
0.1758,0.0002305236
0.176,0.0002302625
0.1762,0.0002300008
0.1764,0.0002297391
0.1766,0.0002294773
0.1768,0.0002292156
0.177,0.0002289539
0.1772,0.0002286914
0.1774,0.0002284288
0.1776,0.0002281663
0.1778,0.0002279038
0.178,0.0002276412
0.1782,0.0002273777
0.1784,0.0002271142
0.1786,0.0002268507
0.1788,0.0002265872
0.179,0.0002263237
0.1792,0.0002260591
0.1794,0.0002257944
0.1796,0.0002255297
0.1798,0.0002252651
0.18,0.0002250004
0.1802,0.0002247345
0.1804,0.0002244687
0.1806,0.0002242028
0.1808,0.0002239369
0.181,0.000223671
0.1812,0.0002234037
0.1814,0.0002231363
0.1816,0.000222869
0.1818,0.0002226017
0.182,0.0002223344
0.1822,0.0002220656
0.1824,0.0002217967
0.1826,0.0002215279
0.1828,0.0002212591
0.183,0.0002209903
0.1832,0.0002207198
0.1834,0.0002204494
0.1836,0.0002201789
0.1838,0.0002199085
0.184,0.000219638
0.1842,0.0002193659
0.1844,0.0002190938
0.1846,0.0002188216
0.1848,0.0002185495
0.185,0.0002182773
0.1852,0.0002180034
0.1854,0.0002177296
0.1856,0.0002174557
0.1858,0.0002171818
0.186,0.0002169079
0.1862,0.0002166322
0.1864,0.0002163565
0.1866,0.0002160808
0.1868,0.0002158051
0.187,0.0002155294
0.1872,0.0002152519
0.1874,0.0002149745
0.1876,0.000214697
0.1878,0.0002144195
0.188,0.000214142
0.1882,0.0002138627
0.1884,0.0002135835
0.1886,0.0002133042
0.1888,0.0002130249
0.189,0.0002127456
0.1892,0.0002124645
0.1894,0.0002121835
0.1896,0.0002119024
0.1898,0.0002116213
0.19,0.0002113402
0.1902,0.0002110574
0.1904,0.0002107746
0.1906,0.0002104918
0.1908,0.000210209
0.191,0.0002099262
0.1912,0.0002096418
0.1914,0.0002093573
0.1916,0.0002090728
0.1918,0.0002087884
0.192,0.0002085039
0.1922,0.0002082179
0.1924,0.0002079318
0.1926,0.0002076458
0.1928,0.0002073597
0.193,0.0002070737
0.1932,0.0002067861
0.1934,0.0002064986
0.1936,0.0002062111
0.1938,0.0002059236
0.194,0.0002056361
0.1942,0.0002053472
0.1944,0.0002050583
0.1946,0.0002047695
0.1948,0.0002044806
0.195,0.0002041917
0.1952,0.0002039016
0.1954,0.0002036115
0.1956,0.0002033214
0.1958,0.0002030313
0.196,0.0002027412
0.1962,0.00020245
0.1964,0.0002021588
0.1966,0.0002018676
0.1968,0.0002015763
0.197,0.0002012851
0.1972,0.000200993
0.1974,0.0002007008
0.1976,0.0002004087
0.1978,0.0002001165
0.198,0.0001998244
0.1982,0.0001995315
0.1984,0.0001992386
0.1986,0.0001989457
0.1988,0.0001986528
0.199,0.0001983599
0.1992,0.0001980664
0.1994,0.0001977729
0.1996,0.0001974793
0.1998,0.0001971858
0.2,0.0001968923
0.2002,0.0001965984
0.2004,0.0001963044
0.2006,0.0001960104
0.2008,0.0001957165
0.201,0.0001954225
0.2012,0.0001951283
0.2014,0.0001948341
0.2016,0.0001945398
0.2018,0.0001942456
0.202,0.0001939514
0.2022,0.0001936571
0.2024,0.0001933628
0.2026,0.0001930685
0.2028,0.0001927742
0.203,0.0001924799
0.2032,0.0001921856
0.2034,0.0001918914
0.2036,0.0001915972
0.2038,0.000191303
0.204,0.0001910088
0.2042,0.0001907148
0.2044,0.0001904208
0.2046,0.0001901268
0.2048,0.0001898328
0.205,0.0001895388
0.2052,0.0001892452
0.2054,0.0001889516
0.2056,0.000188658
0.2058,0.0001883644
0.206,0.0001880708
0.2062,0.0001877778
0.2064,0.0001874847
0.2066,0.0001871917
0.2068,0.0001868987
0.207,0.0001866056
0.2072,0.0001863132
0.2074,0.0001860208
0.2076,0.0001857285
0.2078,0.0001854361
0.208,0.0001851437
0.2082,0.0001848522
0.2084,0.0001845606
0.2086,0.0001842691
0.2088,0.0001839775
0.209,0.000183686
0.2092,0.0001833953
0.2094,0.0001831047
0.2096,0.000182814
0.2098,0.0001825234
0.21,0.0001822327
0.2102,0.0001819431
0.2104,0.0001816535
0.2106,0.0001813639
0.2108,0.0001810744
0.211,0.0001807848
0.2112,0.0001804962
0.2114,0.0001802077
0.2116,0.0001799192
0.2118,0.0001796307
0.212,0.0001793422
0.2122,0.0001790549
0.2124,0.0001787676
0.2126,0.0001784803
0.2128,0.000178193
0.213,0.0001779057
0.2132,0.0001776196
0.2134,0.0001773335
0.2136,0.0001770475
0.2138,0.0001767614
0.214,0.0001764753
0.2142,0.0001761905
0.2144,0.0001759058
0.2146,0.000175621
0.2148,0.0001753362
0.215,0.0001750514
0.2152,0.0001747679
0.2154,0.0001744845
0.2156,0.000174201
0.2158,0.0001739175
0.216,0.000173634
0.2162,0.0001733519
0.2164,0.0001730697
0.2166,0.0001727876
0.2168,0.0001725055
0.217,0.0001722233
0.2172,0.0001719425
0.2174,0.0001716617
0.2176,0.0001713809
0.2178,0.0001711002
0.218,0.0001708194
0.2182,0.0001705399
0.2184,0.0001702604
0.2186,0.0001699809
0.2188,0.0001697014
0.219,0.0001694219
0.2192,0.0001691437
0.2194,0.0001688656
0.2196,0.0001685874
0.2198,0.0001683092
0.22,0.000168031
0.2202,0.0001677541
0.2204,0.0001674772
0.2206,0.0001672003
0.2208,0.0001669234
0.221,0.0001666465
0.2212,0.0001663708
0.2214,0.0001660952
0.2216,0.0001658195
0.2218,0.0001655438
0.222,0.0001652682
0.2222,0.0001649937
0.2224,0.0001647192
0.2226,0.0001644447
0.2228,0.0001641702
0.223,0.0001638957
0.2232,0.0001636224
0.2234,0.000163349
0.2236,0.0001630757
0.2238,0.0001628023
0.224,0.000162529
0.2242,0.0001622567
0.2244,0.0001619845
0.2246,0.0001617122
0.2248,0.00016144
0.225,0.0001611677
0.2252,0.0001608965
0.2254,0.0001606252
0.2256,0.000160354
0.2258,0.0001600828
0.226,0.0001598115
0.2262,0.0001595413
0.2264,0.000159271
0.2266,0.0001590008
0.2268,0.0001587305
0.227,0.0001584602
0.2272,0.0001581909
0.2274,0.0001579215
0.2276,0.0001576522
0.2278,0.0001573829
0.228,0.0001571135
0.2282,0.000156845
0.2284,0.0001565766
0.2286,0.0001563081
0.2288,0.0001560396
0.229,0.0001557711
0.2292,0.0001555035
0.2294,0.0001552358
0.2296,0.0001549682
0.2298,0.0001547005
0.23,0.0001544329
0.2302,0.000154166
0.2304,0.0001538991
0.2306,0.0001536323
0.2308,0.0001533654
0.231,0.0001530985
0.2312,0.0001528324
0.2314,0.0001525663
0.2316,0.0001523001
0.2318,0.000152034
0.232,0.0001517679
0.2322,0.0001515025
0.2324,0.000151237
0.2326,0.0001509716
0.2328,0.0001507062
0.233,0.0001504408
0.2332,0.0001501761
0.2334,0.0001499113
0.2336,0.0001496466
0.2338,0.0001493819
0.234,0.0001491172
0.2342,0.0001488532
0.2344,0.0001485892
0.2346,0.0001483251
0.2348,0.0001480611
0.235,0.0001477971
0.2352,0.0001475337
0.2354,0.0001472704
0.2356,0.0001470071
0.2358,0.0001467437
0.236,0.0001464804
0.2362,0.0001462177
0.2364,0.0001459551
0.2366,0.0001456924
0.2368,0.0001454298
0.237,0.0001451671
0.2372,0.0001449052
0.2374,0.0001446433
